,text,predicted_labels,confidence_score,annotation_correct
3120,Yayz! Today`s is the day I call and see if I got that job! x3 I ish so happy... even though I slept horribly... So I`m kinda drained...,,,0
3121,"just tried talking........voice died before end of sentence! Annpyimg thing id, i feel fine!! Another day of not playing the hits",,,0
3122, lol yeah I guess you have a point,,,0
3123,i have a headache,,,0
3124, http://twitpic.com/4jam0 - better lighting would have enhanced the photo... nice angle though...,,,0
3125,May the 4th be with you. Happy Star Wars Day!  http://ow.ly/52Aw,,,0
3126, lol to see my king,,,0
3127," Oh, I see. Daily life shots? It`ll be interesting as well.",,,0
3128, - Woo! Great subject for this month. Now I can use my sparklers,,,0
3129,"Marley won`t watch the French Open unless it`s in HD, which it`s not...   But my latest political ad is: http://tinyurl.com/lvsn76",,,0
3130, any gear you don`t use anymore and want to throw away?,,,0
3131,Happy its the weekend...LOVE has knocked me down ya`ll!!!,,,0
3132,"_shantz heyy shantell!  twitter is cool, thats why! and guess what!! i followed britney spears, and she followed me back!",,,0
3133," Aw, sorry ur day sucked!  Did u see my post abt car issues? LOL I think it`s safe to say it can only get better tho. Beer-thirty?",,,0
3134," dont worry, i will. i HATE it when nobody comments on my pics",,,0
3135,: Oh its begun long before this!,,,0
3136, that`s what i was last night,,,0
3137, do it and I`ll give you the first hug,,,0
3138,"Is so freaking bored on the bus. Hate being poor, ÃÂ¯ÃÂ¿ÃÂ½4.80 return for a 10 min train or ÃÂ¯ÃÂ¿ÃÂ½2 return for an HOUR long bus.ipod has no battery 2",,,0
3139,_Nessiah Yeah I will  In fifteen minutes or so.,,,0
3140, I don`t like the term 'partner' when it comes to relationships. It`s too business like so that`s my ugly word of the day,,,0
3141,"The top 5 words I`ve tweeted: hug, good, people, fun, twitter. http://tinyurl.com/dcxoty ... that`s really quite nice",,,0
3142," At least you have a large vocabulary -- the benefit of being a writer   Hope you`re well, sister.",,,0
3143, I want to play,,,0
3144, thanks! You`re the first one to wish me a happy mother`s day,,,0
3145,im the only ho that didnt go to tigerheat tonite,,,0
3146," LOL! I liked the log ride reference, but all I think about when I think of that ride is how wet you get",,,0
3147,tired as hell!!!! bed time from cara  nighty night twitter world..,,,0
3148,On duty in the students union with only 3 punters. There are more of us here than members of the public,,,0
3149, i dunno what i`m gonna do. i love my skinny jeans!,,,0
3150,_avenue Love your website! Wish I lived closer to sample the cupcakey treats,,,0
3151,I always get really excited when `Steal My Kisses` by Ben Harper comes on the ipod...great song...love the beat-boxing in the beginning,,,0
3152, may the 4th be with you,,,0
3153,_stack8 mady were did u go?  truck did u run away?,,,0
3154, Yep: http://bit.ly/15yyId  We go there for Christmas treats!,,,0
3155,"John, are you sure we aren`t mtb?",,,0
3156, angels even though I`m probably not the third... ANGELS AND DEMONS,,,0
3157,"just camee back from bowling, which i offiacial suck at",,,0
3158,Ugh! Plane delayed due to weather!  Stuck with another hour to kill.  http://twitpic.com/67xs0,,,0
3159,I`m going to try & get some sleep. I got work mostly all day & I`m training for bakery also. Glammyyy crocker on deck. Lmao. Text or call,,,0
3160,"2,697 views on my FLickr Account.. Maybe is not much for you...  but I`m happy  ... YAY http://www.flickr.com/photos/bonassin/",,,0
3161,Watching Ripley`s Believe it or Not while eating=bad choice,,,0
3162,Watched the White House dinner speech by Barack. He`s just so many kinds of awesome!,,,0
3163,i m totally confused and bored.. my life must change!!,,,0
3164, That`s the problem. DNS isn`t working  uTorrent and DestroyTwitter are working while everything else is down.,,,0
3165,"Watching 'All the Kings Men', It be pretty good so far!",,,0
3166, I ALWAYS miss out! I wont be able to commence in the foolishness til` the fall  But come fall I`ll be visiting!! YAY!!,,,0
3167,"_dee yeah, i bought some when I was making those crispy waffles",,,0
3168, http://twitpic.com/4uy8l - LOL  why are they drumming there?,,,0
3169,: more interested in watching SNL for Ciara than Justin Timberfake,,,0
3170,Ok just woke up and need to get ready before a day of getting twitterena 2.1 submitted!,,,0
3171,"Starting my internship today, pretty excited!",,,0
3172,Tempted to buy MAC at ACW....even though I don`t need anything....but I want to try dazzleglasses,,,0
3173,night night twitter world. [still cant believe the thomas thing  tomorrow`s gunna be FUN/SAD],,,0
3174,Is eating BBQ Jalapeno Torta Subway from Los Chaparros right next door..,,,0
3175,I need to memorize julius caesar lines,,,0
3176," music is always there when noone else understands  i agree it`s very important, a single song can change your whole day",,,0
3177," but have you got , and twitted a link to it. No? Fail.",,,0
3178,Bored and lonely at work,,,0
3179, i`m afraid im def. a product of the NRI Karan Johar generation- I`ve been watching a lot of classics this semester,,,0
3180,just got home from doing the big shop totally munched out because i was so starving and im at weigh in in the morning oops,,,0
3181, audiotistic! sneak your little butt in,,,0
3182, lol. your tweets are always fun to follow  Never a dull moment with the Kulps!,,,0
3183, miss you,,,0
3184,_Hall Is that why you aint answer my call? Thought we were homies!?,,,0
3185,tired as ****. it`s pissing down with rain. i miss summer,,,0
3186, Do you not like turtles?,,,0
3187,"Photo: Got my prints a few days ago, ready for the NorskArt exhibition  http://tumblr.com/xht1phgl3",,,0
3188,"Hey,  Thank you SO much for the #followfriday. I failed miserably to get a list together this week",,,0
3189,Thanks so much to everyone who came out to Speakeasy last night! What a hit. Wonderful to see you all having fun! June will be awesome.,,,0
3190," Also it has a dense treatment of CPS and Continuation based Interpreter design, which is not there in SICP. Good to have both",,,0
3191,"nervous about going out tomorrow, cos its the first time since my daughter was born, she`s 2!!! HELP",,,0
3192,starting to pack stuff up,,,0
3193, Omg same here! They hurt so much,,,0
3194,"Spiderwoman! She`s an amazing mum, gr8 blogger, gr8 mentor & on top of that climbs walls!  http://digg.com/d1qEua -via ",,,0
3195,Wedding anniversary meal yest. - first 5* proper meal out with wife since Rohan born. She did well and only checked her phone 80 times,,,0
3196, i wish you could come to Swindon...2 hours away...its my dream to meet you  xoxo,,,0
3197,not doing relay  oh well.,,,0
3198,jolly good last night,,,0
3199, Is it possible to a have phobia of phobias? Afraid to look at list.,,,0
3200,needs some snuggle time....  but has to get through the work day first.  Boo.,,,0
3201,saw a dead bird on my way to work!what a kind of day to start?! Poor little bird!,,,0
3202,well.. all my slacking off earned me a D and a C   but at least everything else are A`s and B`s ^^  next school year all B`s and A`s Esh!,,,0
3203, aww i`m sorry   glad mommy took care of you. erin is in for some fun if there`s a bug on you in colorado,,,0
3204,hello twittttty world! how do you do?,,,0
3205,"On the way to Wildomar, CA towing the Lexus",,,0
3206,_y_Tony Hey,,,0
3207,Goodnight peoples!,,,0
3208, cool  that`s good. You back on trains for a while?,,,0
3209,Poor baby`s got his first booboo  that he caused himself LOL  http://twitpic.com/673vt,,,0
3210, We said anyone could 'write one'...those special 10 selected are - of course - chosen because they are OUTSTANDING!,,,0
3211, will the presentations be available online during the meeting?  The poster discussants are going so fast I can`t write fast enough,,,0
3212," Like the Simpsons? That`s like asking, 'so you like breathing?'",,,0
3213,"getting ready to start my work week, it`s so not TGIF for me!! It`s monday",,,0
3214," lol, wen my mum used to take me as a kid, i wud always eat the bread instead! haha.",,,0
3215,Happy Mothers Day to all the mom`s around  Hope you have a wonderful day!,,,0
3216,@_supernatural_ more Demon Sam!! I need it to numb the pain  ****,,,0
3217," No prob, skittles we always gonna have yall`s backs. The true sweeties dont play.. LOL But yea we just got heated. We sry",,,0
3218," it was a lonely battle, my friend, but you fought valiantly!",,,0
3219,hope`s she see her bestie today,,,0
3220,  haha ...i`ll let you know how the show was ... hope here in romania they will show it on Mtv.Sunday morning I have an exam,,,0
3221,GOOD MORNING TWEETER WORLD!,,,0
3222,"  Sadly not, no. They`re his colleagues and it`s a work party",,,0
3223,Its summer and no one has texted/called me. Im a loner,,,0
3224, eeeeeeeeeeeeee i jealous sia i didnt get to seee,,,0
3225, she is that`s why she never speaks to me in college i think  .....i might just stick to unzela...if hashim dosnt shoot me,,,0
3226,i`m so tired  of being sick ALL the time!!!!,,,0
3227,"Bank Holiday Bliss - Jeremy Kyle, without even bothering the Sky+",,,0
3228, xD send it!,,,0
3229,...No more adventure time,,,0
3230,i have sore throat. that`s suck.,,,0
3231,  no FF tweet for me?,,,0
3232,Haha how exciting  wat does it look like?!,,,0
3233,My whole body back pain treatment and detox starts Monday. Not looking forward to a summer of hot yoga and healthy food.,,,0
3234, so you are like the rest of us on this miserable bank holiday.then LOL,,,0
3235,  do you know if anyone from the believers never die tour is going on warped? i know  i can`t wait haha,,,0
3236,back to my interesting emails...,,,0
3237,Not eating funnel cake at Mag Fest is what I am doing,,,0
3238,L.A. said 'wipe the slate clean' before the jelly!,,,0
3239,First Day at the new job! Yeah!,,,0
3240,We`re going to panahra for dinner.  miss you guys.,,,0
3241,Happy Mothers Day to all your moms!,,,0
3242," Oh, that`s bringing back fond memories... I WANT to, but I can`t leave the kittens! (I sent you another pic of Balloon)",,,0
3243, Thanks for the concern. And checking up on me! Much appreciated,,,0
3244,"Happy Mother`s Day to all mothers out there!  I am not one myself, but I have been called something along those lines",,,0
3245,  Those dog pic had me  ROLF!  The one  with the snow stuck too it  has that 'if looks could kill look' way funny,,,0
3246," Oh ****, happy late birthday! (my txt didn`t send  )",,,0
3247," LMAO shush. with my illness comes the joys of multiple mouth ulcers, and i think they are coming back  they JUST healed",,,0
3248,Back from uminaa,,,0
3249,"math is all that is left for the day, then the DMV",,,0
3250,stood for 4 hours in heels. all for looks and to b able to look over tall people.,,,0
3251, you did not write back to me,,,0
3252,Me and my son just got up.  He sure does love the morning time.  I KNOW he did not get that from me.,,,0
3253,welcome  ! since it seems you`re interested in cheese I hardly suggest you to follow  too,,,0
3254, Cheers *lifts coffee cup* here here for Mondays,,,0
3255,"pop, idk how to reply to ur tweet from my phone  lol but yeah my bday is in a few days. soooo excited!",,,0
3256, girl u sit ya double decker neck **** DOWN and talk about ppl who are on ur LEVEL and not above,,,0
3257,_mcflyandjb its okay!!!  x,,,0
3258,"haven`t twittered in forever. yeah, just had my sixteenth birthday party tonight",,,0
3259, Yikes!  I hope she was okay.  I never her heard her say her tummy hurt.,,,0
3260,Happy Mother`s Day!  http://tinyurl.com/re74xc,,,0
3261, Great to meet you! Thanks for the use of your umbrella...I hope you ate and got some sleep!,,,0
3262,.. good morning peoplee  looks like it`s going to be a nice day today! better than last week it was raining =(.,,,0
3263,_INTHEMAKING :aw,,,0
3264,": Omg! I never got your message so I didn`t notice until I was looking back a ways! Sorry, that was a good idea though...lol",,,0
3265, and jarita i`m going home now and i`m with two hot guys  drool.,,,0
3266,Watching 'Hostage'! Also got an idea for that animation i`m making. Hope to have it ready and post a link here by the fifth of June,,,0
3267,I missed the bl***y bus!!!!!!!!,,,0
3268, I took my ring out...,,,0
3269,Which would be a lot easier to get if plane tickets to AZ didnt raise $80 in price,,,0
3270, morning ashleighhh  x,,,0
3271, i dedicated that song to my VW when i sold it,,,0
3272, not a fan,,,0
3273,New baby doing well.  I will be attempting to do some more 'painting' this weekend.,,,0
3274, thank you,,,0
3275, hope y`all enjoy the MusicBoat Cruise.  What a tough job - haha!!!,,,0
