,text,predicted_label
6684,Has Ruth today,
6685,diesel yaris... 70mpg  so sad its not available in the US. That`d be awesome.,
6686," Good morning MiaMiaDC  My weekend was great and I just had my Monday, which was also great  I hope you have a wonderful day!",
6687, When does it close? I didn`t think it`d been running that long? I still haven`t had chance to see it!,
6688,() oh snap,
6689,Good night everyone  im going to lay in bed and watch eraser!,
6690,OH NO ZOMBIEPIX DON`T FOLLOW ME ANYMORE... NEED SOMEONE TO CHEER ME UP,
6691,Is Bored at Home,
6692,why did i agree to work a double shift,
6693,there are # days of summervac & school comes along just 2 end it & the annual problem of r generation is finding a good way 2 spend it!!,
6694,"Oh please! I wanted to complete an unfinished tweet, and 5 tweets cropped up in between!  and now my tweet looks dorky.",
6695,"My cable signal is all messed up!!! I`m missing Ghostwhisperer  In other news I have hurt my toe and have a cold, in like hot weather!!!!",
6696, aww tessy wanna hug?,
6697,Exams are kinda near. Just a week more. 2 Projects yet to be submitted  and almost failing in one of the subjects. May ALLAH save me,
6698,"Scary lightning and thunder  I`m glad it`s over now. Going to sleep, I hope I`m not late to school tomorow again. Haha",
6699, Nice idea for a M-I-L gift. Did you crochet it? Good idea about looking online.  There are Youtube videos showing lefty crochet.,
6700,good job!,
6701,**** M-Audio IE-30s! I just remembered how much I <3 u & now the right earbud has ceased functioning  My Shure`s r 2 bright w/ lame bass.,
6702, no problemo!!! Family Guy is on there too,
6703,and so to London in a car that`s about 500 degrees with no air con!,
6704," Actually SoS won`t be here, VI will be accompanied by Gliss and Make Me. The day after Brandi Carlile, busy month gigwise",
6705,Okay I lied! I meant this time next week! That is sooo much longer!!  I miss my mommy...,
6706,If I were a transformer... I`d step on people just to hear them *squoosh*. But I`m not so I guess I`ll just have a cup of coffee instead.,
6707, i know!  This season has just zoomed by!,
6708, thanks  glad you like it,
6709,what a lazy sunday... I love lazy days...,
6710,On our way to Disneyland... Without Retsi,
6711, I had fun tonight! I`ll leave you with this...Brandi Carlile will be in Dallas today.  We should just sneak into the show!,
6712,the puppy shall loose his um... manly parts today  poor guy....,
6713,Someone fly me to Reno,
6714,"more packing, cleaning, and getting **** done. last day in this apartment. this time tomorrow my **** will be in storage",
6715,has a tummy ache,
6716,"Yep, . Sleep-fail. In another 7-8 hours, it`ll be D&D-fail.",
6717,looking for new ideas for my blog,
6718,At work... What a miserable day,
6719,BGT!!!!!!! - Will be gutted when it finishes tomorrow  - Stavros Flatley all the way!,
6720,Less rain more sunshine,
6721, Thanks for that!,
6722, Are we going to be able to buy more than 1 ticket online through livenation tomorrow? cant make it to LA,
6723, ahh. That sucks.,
6724,Aaaah did you see Prez Obama holding hands with his wifey? Soooo romantic even in White House.....,
6725,mcfonalds roulette i i lose. they forgot mygrilled snack wrap,
6726," noooooooo  i miss you sooooooo much, gaah",
6727,Had an awesome pedicure today!!,
6728,"Next thing to do tomorrow morning: Temperature Check! It`s gonna be a routine till Swine Flu dies. Good Night, everyone!",
6729,Elena left this morning. Nine months spent living with her and now it`ll probably be about 2 years till I see her again. Hmph.,
6730,so **** tired. didn`t get home till 5:30. work at bjs at 12:15,
6731,No  tonight ,
6732,is full from a nice dinner,
6733,where is the sunshine...the only thing i see are clouds...,
6734,SCENE **** AT 4AM IS ALWAYS THE ****,
6735,went to bestbuy today and found that they had pretty much ever HP except the one i wanted to look at,
6736,I am sitting at work watching the clock.  It isn`t moving fast enough.,
6737,First Happy Mothers Day  Second what is it that makes us think the way we do? Why do we feel the way we feel? I dont know but i wish i did,
6738,liking my fake tan orange colour,
6739, so our bums really do look big it this,
6740,  He`s got adjusting his mate`s online shop... Zzzzzzzzzzzzzzz... Boring...,
6741,": I saw US Postal was hiring, but once I was done filling out the pre-application thingy it didn`t show me jobs open in the area.",
6742, well u weren`t around 2 twit,
6743,that`s enough! I`ll do nothing for 2 hours.,
6744,http://twitpic.com/677bi - IVA!!!! i already miss yoo my sweet  ****,
6745, Chowder is the ****!!!!!!,
6746, Yep.,
6747, sorry mo. we thought that u have to work tomorrow  we go to the casino together too :?),
6748," Munch away, my dear Watson, Munch away",
6749, that`s crazy why would anyone not follow you? Your tweets are so much fun,
6750, Thank you!  The best to you and yours tomorrow... I hope you all have a lovely day together!!,
6751, see you..... 08.08.09,
6752,ready to go to Milan  see ya`ll this evening..,
6753,hanging with amber.,
6754," awww, I hates it wen families are brokun up by humuns. Maybee you see him agin wun day.",
6755,"just came back home from NE gig, another fun night skankin...what a workout!",
6756," You`re not kidding when you say you have to be fast, are you?  I was there like 5 seconds after your tweet: nothing.",
6757,going to look at a bunch of open homes today. just to get a feel for the market. i think i`ve got a lot of saving to do...,
6758,I want to buy this great album but unfortunately i dont hav enuff funds  its 'long time noisy',
6759, Ooohhh  well you could always borrow and burn buddy. Lol,
6760,"Surely you have guessed, the Arbiter is no other than Judith.",
6761, I have a friend who loves that spot. I want to go,
6762, yeahhh. &dont judge my pillow,
6763, haha I wish! I have a BFA in photography now.,
6764,"Too many cocktails last night, my head hurts",
6765,"I need to get in a good, hard workout today after work, I feel like I`ve been slacking! No good",
6766,#bgt Can`t watch anymore,
6767,Woah! 311 is really good!! The rain earlier was rather nice,
6768, awww cuuuute  Newborns are so fun!,
6769,"right, so richard marx`s right here waiting is really making me feel nauseatingly sad.",
6770,"Yes! Cold coffee from yesterday. No sugar, no cream !  The way I like it !",
6771,Starving. And Alyssa`s mom would bring her subway.,
6772," thanks, still waiting... i don`t know what`s taking him so long - is it a bad sign or good sign?",
6773,had a shitload of fun with her friends,
6774, public bathrooms,
6775,Everything I usually watch is pending!  http://eztv.it/index.php?main=showlist,
6776,"has tummy pains  n woke stu up for a drink in the middle of the night, I don`t remember it",
6777,forgot the montel quote  and it was a good one..,
6778,"Why am I still away at 4am? Cos I don`t have school tomorrow, that`s why.",
6779, aw you`re the ****  thanks so much for the twitter loveeee. i appreciate every last drop,
6780,I just spent 45 minutes at the book store. I only bought one book.,
6781,"Brother #3 is wandering around the house in his underwear. As charming for his 2 sisters as it is for the other female guests, I`m sure",
6782,super excited,
6783,dreading work tomorrow wish I had one more day off,
6784, Not yet... sorry,
6785,"lacey is alright though. quite a few gashes, and she keeps her tail between her legs",
6786, Kazim Kazim  i didn`t know that name ))),
6787,"YESSS, FLASH IS BEING **** TONIGHT!  It.........takes.................time...........to.........open...........a..........webpage......",
6788," Yea, us 3 and Max  Poor Trivun",
6789,im away from the comp....  ill be back later,
6790,_Polanco Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,
6791,suivez moi  (=  follow me everybody,
6792,"Wow, been away 4 a while...stupid lap top is in the shop...still    Hope everyone is well!",
6793," Welcome, found her yesterday by accident.",
6794, what are you doing here? I thought you were back at work today!,
6795,Missing my morning work out cause my bench press is back in Jakarta  goodluck diga! Test will be easy peasy! Hehehe,
6796,#BGT  ooooh tooo weird for me,
6797,sitting at the chevy dealership in utah waiting for the van to be fixed,
6798,Thanks    _Twit01,
6799," Is there going to be a New-Brunswick, Canada Drive? lol I live far far away",
6800,167 SQL queries to display one single deal page on OzBargain. Looks like I`ll have fun optimising it!  Bad bad Drupal...,
6801, I cnt get it!! its goin to ur old messages?!?  >>>> HELP?<<<<,
6802,my favorite curling iron broke,
6803,band practice,
6804, Haha.. Hey you should check out   Love her/his tweets,
6805, and guess what ! ive got 20 % ! wow its impossible,
6806,upgraded,
6807,Willie is pouting because Grandma didn`t put any treats on my food  http://apps.facebook.com/dogbook/profile/view/6877293,
6808,I love to jazzercise with Mrs. Underwood. I wish she was my chaperone.,
6809,Well just left six flags. Didn`t get to ride what i wanted to. Bummer.   maybe next time.,
6810," Same as, it`s BS I tell you! Ah well, better attempt some",
6811, cold and rainy,
6812," Yep, they sang your song!",
6813,HAPPY MOTHERS` DAY!,
6814,'I can givee you anything but lovee' - Daniel Schuhmacher,
6815,apparently you are not getting on anymore... sad,
6816,has a gym day and is hoping to enjoy the last Friday of her twenties.,
6817,I have a headache. And I have nobody to keep me company.   _wants.to.be.a.kidd.again<3,
6818,Wish I didn`t have to work today.,
6819," it`s not the 10.5% so much as the A)Sugar and B)Taste ... lord that`ll put ya down, and not in the fun way",
6820, I really don`t want to send it over this site....it`s kinds private...,
6821,hanging with the cousin,
6822,   I tried that pincode... and it says it is expired... you only just put it up.,
6823,Can you believe it:Tomorrow Night will be Jay Leno`s last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.,
6824, what did someone do? and good morning,
6825,  Is George still mending the car ?,
6826, hhhhhhaaaaaaaaaaaaa!!!! Yo u hve me in tears!...its all  fault he said u cancelled so I thought....,
6827,my finger hurts cause its infected!,
6828,why does zero have to have thomas in it?,
6829, Wonderful trip!  Read all 4 Twilight novels.  Completely all consuming and engrossing.  Kinda sad to be done.,
6830," Yes, sir!   See here http://is.gd/wz2K",
6831,_carter it says the video is private... and won`t let me watch,
6832," Can`t, did I forget to say that?  hahaha   I wouldn`t be able to get home.",
6833,Don`t know what the heck to do with the space of time between now and BGT    Bored.,
6834, wellll...... only 2 that will feed me   the others were mainly shade loving native wildflowers.,
6835,Aw I wish I was in Ireland  ,
6836,I lost followers  Was it something I said?  I swear I am not into freeballing.  Ugg that is the last time I mention that thing.,
6837,Ahh I`m so confused  what can I do? I don`t wanna run away but can I really handle a real relationship? What is love anyways.. False hope!,
